uniprot	degree	degree_centrality	betweenness	closeness	eigenvector	cc
Q9NQ79	3	0.000233681258763	1.31136191489e-06	0.238981681955	0.001049061539	0.0
Q8TBF2	2	0.000155787505842	4.44255730617e-07	0.234223155812	0.000441907782175	0.0
P23409	3	0.000233681258763	5.60679043722e-07	0.239617068244	0.000740794277819	0.666666666667
Q9NQ76	9	0.000701043776289	1.21176708482e-05	0.284056216452	0.0136796072805	0.333333333333
Q9NVL1	2	0.000155787505842	1.36116472279e-06	0.250226587517	0.00190433460943	0.0
O14770	12	0.000934725035052	0.000103752091296	0.264342357963	0.00331097504497	0.0888888888889
P20930	5	0.000389468764605	5.85262975167e-06	0.253282709389	0.00186024398455	0.0
P20933	2	0.000155787505842	0.0	0.0	3.90669309562e-40	0.0
P20936	45	0.00350521888145	0.000860892703675	0.312655960714	0.0250926784041	0.0409745293466
Q9NZV5	5	0.000389468764605	8.43218608776e-07	0.275674529607	0.00916201645052	0.4
P30613	6	0.000467362517526	2.91866216732e-06	0.235128272854	0.000487858556158	0.0
Q15573	6	0.000467362517526	7.95951143804e-06	0.255539774913	0.00144847997474	0.333333333333
Q15572	10	0.00077893752921	4.8385773618e-05	0.268950911458	0.00366081351277	0.133333333333
Q9H999	2	0.000155787505842	0.0	0.0	3.90669309562e-40	0.0
P23919	4	0.000311575011684	2.56178273871e-05	0.248514590049	0.00156086061733	0.0
Q5H9L4	3	0.000233681258763	1.26926173476e-05	0.259063394969	0.00207141365615	0.0
Q8NHX9	5	0.000389468764605	7.32145131924e-07	0.233111711821	0.000388541883863	0.666666666667
Q9NXR8	2	0.000155787505842	4.5113854222e-08	0.237255140767	0.000735957516706	0.0
Q9C0H2	1	7.7893752921e-05	0.0	0.229338465194	0.00032375892513	0.0
Q68DE3	1	7.7893752921e-05	0.0	0.219498694754	0.000136889536542	0.0
Q00535	20	0.00155787505842	0.000198458860438	0.281918345685	0.00648217515363	0.0522875816993
Q9NXR1	25	0.00194734382303	0.000345679106954	0.296918608418	0.0171142341298	0.0909090909091
Q00537	5	0.000389468764605	0.000136173345025	0.277198192078	0.00472213094386	0.1
Q00536	25	0.00194734382303	0.001180164622	0.297922260323	0.0099929386192	0.0158102766798
Q9NXR5	1	7.7893752921e-05	0.0	0.235479327777	0.000344419686073	0.0
Q9NXR7	5	0.000389468764605	3.75309688061e-06	0.250054327058	0.00154717087875	0.5
O00244	8	0.000623150023368	0.000199355913195	0.232704411218	0.000398338543529	0.0
Q92917	22	0.00171366256426	0.000502481806868	0.299942552407	0.0134783701403	0.025974025974
O00241	3	0.000233681258763	3.13184117123e-05	0.241733638967	0.00142347268375	0.0
O00716	14	0.00109051254089	7.52898498785e-05	0.2727141315	0.00360369489591	0.010989010989
Q5H9L2	4	0.000311575011684	6.97577937367e-06	0.244360267911	0.000696555377046	0.0
Q9UBM7	5	0.000389468764605	4.47910265815e-05	0.254303685623	0.00166402821326	0.0
Q9UBM4	1	7.7893752921e-05	0.0	0.249897932324	0.00172216062104	0.0
Q92911	1	7.7893752921e-05	0.0	0.227040519402	0.000232140712678	0.0
Q13835	9	0.000701043776289	2.30425773415e-05	0.26717644931	0.00384625313717	0.194444444444
P40424	6	0.000467362517526	0.000158275738512	0.231876121442	0.000372956606452	0.133333333333
P40425	19	0.0014799813055	0.000527374299385	0.274745673005	0.00439230637473	0.0
P40426	3	0.000233681258763	6.4703915401e-07	0.206469799704	5.72565956868e-05	0.0
P40429	4	0.000311575011684	5.586250416e-06	0.244994567752	0.000782896205449	0.0
Q7Z3T8	3	0.000233681258763	6.27543527701e-06	0.249606518301	0.00122634180229	0.0
Q13838	19	0.0014799813055	0.000231751055814	0.274607198668	0.00417475492191	0.0147058823529
P08842	2	0.000155787505842	0.0	0.0	3.90669309562e-40	0.0
P03891	2	0.000155787505842	1.01934677248e-06	0.252455859769	0.0021189855665	0.0
P48960	2	0.000155787505842	5.39317404892e-06	0.252599503126	0.00191611806147	0.0
P45844	4	0.000311575011684	2.05181945133e-07	0.206068701379	9.09090331267e-05	0.0
P02768	11	0.000856831282131	0.000363110669635	0.267343300514	0.00280048912481	0.0833333333333
P05386	34	0.00264838759931	0.000693600387976	0.298999830922	0.0119213420455	0.0282258064516
P05387	5	0.000389468764605	2.37387742196e-06	0.244654533654	0.000846584034108	0.0
P02760	10	0.00077893752921	6.95474936859e-05	0.272249573495	0.00511548902875	0.0357142857143
P05388	6	0.000467362517526	3.65189891239e-05	0.269331630645	0.00324227217661	0.0666666666667
P02765	5	0.000389468764605	0.000123490614403	0.281547522475	0.00678324468998	0.2
P02766	42	0.00327153762268	0.000831690124442	0.294858905388	0.0119621790065	0.0128205128205
Q7L266	6	0.000467362517526	5.76743871915e-06	0.258493546006	0.00195626934045	0.166666666667
Q9UQ07	3	0.000233681258763	8.02948254053e-06	0.260561359517	0.00204702517483	0.0
Q9UJ70	27	0.00210313132887	0.000792941955262	0.29541846511	0.0104483385139	0.0266666666667
Q9UQ03	3	0.000233681258763	2.34039506485e-05	0.257239827067	0.0016824231662	0.0
Q9UJ72	1	7.7893752921e-05	0.0	0.213596425779	0.000106512266513	0.0
Q15165	2	0.000155787505842	6.65057166931e-06	0.262910252278	0.00314511094658	0.0
Q9UJ78	6	0.000467362517526	3.68148483156e-05	0.281488016857	0.00594424804372	0.0
O15254	1	7.7893752921e-05	0.0	0.232105110506	0.000384227880271	0.0
O15255	2	0.000155787505842	9.56060595445e-06	0.26070303671	0.00226647968844	0.0
Q8N568	2	0.000155787505842	8.76320010466e-06	0.26194502233	0.00248918296704	0.0
Q6ZTI6	1	7.7893752921e-05	0.0	0.244454954151	0.000803123748975	0.0
O15258	3	0.000233681258763	9.52556738639e-07	0.248133898231	0.00104325869723	0.0
O15259	11	0.000856831282131	4.2647653293e-05	0.270309494449	0.00437817009382	0.0363636363636
P20813	2	0.000155787505842	0.0	0.0	3.90669309562e-40	0.0
Q86XA0	2	0.000155787505842	8.71985798959e-07	0.250833997151	0.00138038851445	0.0
P29401	15	0.00116840629382	6.43192576704e-05	0.28589906554	0.0129685885364	0.025641025641
P29400	8	0.000623150023368	1.8220970354e-05	0.27172498406	0.00557291765701	0.0357142857143
Q5VWT5	1	7.7893752921e-05	0.0	0.203604501662	4.59447367734e-05	0.0
Q9H0S4	6	0.000467362517526	6.4405064427e-05	0.28076932966	0.00563705244182	0.266666666667
P39023	20	0.00155787505842	0.000349932457454	0.287821260669	0.012254478968	0.0105263157895
Q5T5X7	6	0.000467362517526	3.55129838079e-06	0.246086025618	0.00157019781347	0.166666666667
Q9H992	11	0.000856831282131	3.46358541726e-05	0.271990111682	0.00534194916963	0.0545454545455
Q9H9Z2	1	7.7893752921e-05	0.0	0.244106472423	0.000861781702795	0.0
Q9H840	12	0.000934725035052	5.8745112437e-05	0.276462952276	0.00407584045632	0.0454545454545
Q96CS2	64	0.00498520018695	0.000958616494763	0.304444890324	0.0392505154317	0.0724484399788
Q96CS3	5	0.000389468764605	2.2152678762e-05	0.249466257817	0.0012883577311	0.1
Q9P219	3	0.000233681258763	1.97486220232e-06	0.248726017219	0.00114947048411	0.0
Q9P218	3	0.000233681258763	7.13078817937e-06	0.252700683515	0.00205268467875	0.0
Q5W111	4	0.000311575011684	4.14346700261e-05	0.240936768278	0.000797035450455	0.0
Q96CS7	15	0.00116840629382	8.4373356977e-05	0.269283225616	0.00481695123191	0.0384615384615
Q9P215	3	0.000233681258763	2.87152945541e-05	0.283585791186	0.00597121724828	0.0
P62807	17	0.00132419379966	0.000128679493046	0.285049207435	0.00895744119938	0.0220588235294
Q9UK11	3	0.000233681258763	4.20563667626e-06	0.250571821432	0.00323662944823	0.0
P62805	59	0.00459573142234	0.00198515144944	0.298962543569	0.0118080984018	0.0403272939801
Q9UK17	3	0.000233681258763	0.0	0.188444916077	8.085912609e-06	0.0
Q8N6K7	7	0.000545256270447	1.36425280284e-05	0.268114707358	0.00330770911757	0.047619047619
Q92833	2	0.000155787505842	0.0	0.238520400801	0.000571140061158	1.0
Q92832	15	0.00116840629382	0.000419140849272	0.276890834415	0.00432941268971	0.00952380952381
Q92831	32	0.00249260009347	0.000423896302305	0.296984817567	0.0117262630617	0.0528735632184
Q92830	12	0.000934725035052	0.000211449473178	0.269126029364	0.00307718079628	0.0
Q92837	1	7.7893752921e-05	0.0	0.246993699193	0.00101124876287	0.0
Q9H3M9	3	0.000233681258763	0.0	0.255131842447	0.00180377704835	0.0
Q92835	15	0.00116840629382	0.000224258391711	0.278712865855	0.0119939554081	0.0285714285714
P00540	44	0.00342732512852	0.00122363999109	0.313219687524	0.0358946104607	0.0644820295983
Q969K7	2	0.000155787505842	3.18935585992e-06	0.238510908585	0.000455234712731	0.0
Q969K4	4	0.000311575011684	1.18368696647e-05	0.263749075227	0.00202918321105	0.166666666667
Q9H3M7	13	0.00101261878797	4.19912140204e-05	0.270285113688	0.00332268532248	0.0
Q9H3M0	4	0.000311575011684	7.52164949974e-05	0.221867327247	0.000161261714298	0.0
Q969K3	9	0.000701043776289	5.37254919589e-05	0.269186467737	0.00335157238964	0.0555555555556
Q08462	1	7.7893752921e-05	0.0	0.205176293145	6.11224877313e-05	0.0
Q9Y6E2	4	0.000311575011684	2.14011493131e-05	0.26139093752	0.00240876108596	0.166666666667
Q8TAL5	2	0.000155787505842	1.18779397199e-08	0.208651375537	0.000117727114634	0.0
Q9Y6E0	32	0.00249260009347	0.000502554129456	0.292791817627	0.010210056595	0.064367816092
Q9Y6E7	4	0.000311575011684	6.07124091989e-06	0.236543478349	0.000475738312088	0.0
O43930	1	7.7893752921e-05	0.0	0.261106241354	0.00244584179271	0.0
Q9BZG8	3	0.000233681258763	2.73917457555e-06	0.251999416008	0.000974501232912	0.0
Q9Y597	4	0.000311575011684	2.76824586936e-05	0.262985239295	0.00240155299649	0.0
Q9BVC6	1	7.7893752921e-05	0.0	0.252721994979	0.00246927972553	0.0
Q9Y592	2	0.000155787505842	0.0	0.0	3.90669309562e-40	0.0
P01236	3	0.000233681258763	4.78318336053e-06	0.25185116237	0.00118753093956	0.333333333333
Q92598	5	0.000389468764605	8.65606942402e-06	0.267510360245	0.00278371523787	0.2
P19099	2	0.000155787505842	0.0	0.0	3.90669309562e-40	0.0
Q2NKQ1	3	0.000233681258763	2.16330587654e-06	0.216517118944	0.000131774615648	0.0
Q05952	6	0.000467362517526	2.83879053045e-06	0.256809945835	0.00888063201902	0.533333333333
Q6NX49	5	0.000389468764605	1.15801560387e-05	0.263627259212	0.00358645704085	0.0
P09001	5	0.000389468764605	2.21136983293e-05	0.221110184683	0.000176884790371	0.4
P04035	4	0.000311575011684	7.20250012422e-06	0.214448595077	9.18721879509e-05	0.0
P60520	116	0.00903567533884	0.00467176786483	0.322941084189	0.0354160621665	0.00659670164918
Q9UKZ1	4	0.000311575011684	1.86029351603e-07	0.206026198382	5.95599318435e-05	0.0
Q6NX45	4	0.000311575011684	4.74199690276e-06	0.254525082215	0.00336500678299	0.0
Q9H963	1	7.7893752921e-05	0.0	0.244929488176	0.00248413191076	0.0
Q14562	16	0.00124630004674	7.69661573152e-05	0.271061355959	0.00479307124786	0.153846153846
Q8WYB5	1	7.7893752921e-05	0.0	0.2355857748	0.000591618893632	0.0
Q86TG1	3	0.000233681258763	1.16403712574e-07	0.245652304987	0.00425037092569	0.666666666667
Q86TG7	13	0.00101261878797	9.29749621712e-05	0.270388762307	0.00476311858852	0.025641025641
Q14565	10	0.00077893752921	3.44897708677e-05	0.275048284118	0.00552411960758	0.107142857143
Q9NRH1	17	0.00132419379966	0.000390418760033	0.267719478745	0.00365779657295	0.0220588235294
Q9NRH2	2	0.000155787505842	1.24854074495e-06	0.248746663523	0.00134897982684	0.0
Q9NRH3	2	0.000155787505842	4.35254780164e-07	0.236375551604	0.000641508247438	0.0
P58397	4	0.000311575011684	3.34251654479e-05	0.253754561506	0.0013805635557	0.0
A6NIR3	1	7.7893752921e-05	0.0	0.252988691892	0.00148682989507	0.0
Q96PG8	4	0.000311575011684	8.01322239007e-08	0.243758982833	0.00106329671837	0.833333333333
Q9UHF5	2	0.000155787505842	2.8678483149e-06	0.217519040065	0.000129470601453	0.0
P41219	2	0.000155787505842	4.20681314534e-07	0.251159857975	0.00194267106097	0.0
Q9UHF7	2	0.000155787505842	0.0	0.244191012322	0.00113814621629	1.0
P41214	1	7.7893752921e-05	0.0	0.23175955572	0.000345390703617	0.0
P41217	2	0.000155787505842	0.000150532696305	0.208956910638	7.90063684459e-05	0.0
Q9UHC6	4	0.000311575011684	6.55388719482e-06	0.237330301783	0.000432205370132	0.0
P41212	9	0.000701043776289	1.16959299085e-05	0.274928420878	0.00549446327534	0.047619047619
Q96T91	1	7.7893752921e-05	0.0	7.7893752921e-05	3.90669309562e-40	0.0
Q92527	2	0.000155787505842	1.59101789518e-06	0.254990729702	0.00168808636297	0.0
Q92526	1	7.7893752921e-05	0.0	0.231647583763	0.000355248567778	0.0
Q92520	2	0.000155787505842	3.11561101599e-06	0.228878658453	0.000250365821019	0.0
Q92523	1	7.7893752921e-05	0.0	7.7893752921e-05	3.90669309562e-40	0.0
Q92522	1	7.7893752921e-05	0.0	0.213155817154	8.67582854358e-05	0.0
Q7Z5L2	1	7.7893752921e-05	0.0	0.201289765098	3.10294079065e-05	0.0
Q7L8L6	2	0.000155787505842	3.47512047597e-06	0.239895213182	0.00113922182302	0.0
P35452	1	7.7893752921e-05	0.0	0.239473453107	0.00128161225414	0.0
Q9H4P4	22	0.00171366256426	0.00041022340025	0.296221530257	0.0112065949419	0.0421052631579
P23352	2	0.000155787505842	2.67675899416e-07	0.233252334582	0.000509722997064	0.0
Q5T9C2	3	0.000233681258763	1.19370790846e-06	0.238786489937	0.000802631140095	0.0
Q2QGD7	16	0.00124630004674	0.000237694191446	0.278706385366	0.00547252173387	0.021978021978
Q02878	3	0.000233681258763	7.75836284098e-06	0.255142703743	0.0015661969059	0.0
Q9HAP6	4	0.000311575011684	6.00365124479e-06	0.217396743055	0.000110377808804	0.0
P27449	9	0.000701043776289	0.000252615206852	0.259422231833	0.00282439321332	0.0
P27448	29	0.00225891883471	0.000470177347919	0.28969944465	0.00873554609323	0.014245014245
Q96HA7	6	0.000467362517526	5.74378073125e-05	0.269998968844	0.00323011138333	0.2
Q96HA1	19	0.0014799813055	0.000403263538973	0.296221530257	0.0123889871597	0.0526315789474
P86397	2	0.000155787505842	0.0	0.0	3.90669309562e-40	0.0
P31994	11	0.000856831282131	0.000277421163114	0.284670107627	0.0114297210457	0.0727272727273
Q96HA8	85	0.00662096899829	0.00330675635505	0.319225657723	0.0404365125284	0.015406162465
P31995	8	0.000623150023368	0.000208872868646	0.279128244926	0.0102003670053	0.0357142857143
O75164	5	0.000389468764605	5.79482333685e-06	0.253856669529	0.00166492888395	0.3
O75165	4	0.000311575011684	1.41956764073e-06	0.255567016798	0.00187183909095	0.0
O75167	6	0.000467362517526	2.33333674316e-06	0.278466818953	0.0102554927096	0.266666666667
Q9H211	9	0.000701043776289	2.09075482082e-05	0.258817269921	0.00254637354193	0.222222222222
O75161	3	0.000233681258763	2.84536140222e-06	0.234897885944	0.00052172983423	0.0
Q9H213	12	0.000934725035052	0.000132932963392	0.283874581926	0.00664530529016	0.030303030303
Q96G23	12	0.000934725035052	0.000246933025656	0.26035195964	0.00220348210438	0.0
Q7L3V2	8	0.000623150023368	1.80133722841e-05	0.265719446283	0.00297240562553	0.214285714286
Q96G21	2	0.000155787505842	2.62575983147e-06	0.26729560748	0.00351888002811	0.0
P51784	68	0.00529677519863	0.00175782912129	0.305041461301	0.0158618989285	0.0265734265734
Q96G27	3	0.000233681258763	6.09168004042e-06	0.24119371837	0.000637612762516	0.0
Q96G25	11	0.000856831282131	0.000276884531691	0.284150488855	0.00788046691638	0.0181818181818
Q9BWU0	9	0.000701043776289	0.000133569414041	0.287738350901	0.00780688218951	0.047619047619
Q13239	7	0.000545256270447	2.31514855581e-05	0.277429158493	0.00653685104096	0.142857142857
Q13232	11	0.000856831282131	0.000235429052317	0.284636308459	0.00636461615115	0.0833333333333
Q13233	24	0.0018694500701	0.000240591505088	0.293882958341	0.0138255007464	0.0724637681159
Q13231	3	0.000233681258763	0.0	0.219941727772	0.00017913384588	0.0
O60383	39	0.00303785636392	0.000366117949	0.291156069417	0.0124630299416	0.00674763832659
O60381	12	0.000934725035052	0.000191387981855	0.281454969049	0.00521436594713	0.0151515151515
Q8HWS3	25	0.00194734382303	0.000111323773093	0.281488016857	0.0112825965905	0.0466666666667
Q9C0H9	2	0.000155787505842	0.0	0.247846581516	0.00181738464181	1.0
Q9Y3X0	3	0.000233681258763	5.01215189667e-07	0.253534502767	0.00210784219966	0.666666666667
P30872	1	7.7893752921e-05	0.0	0.2233223576	0.000187083191558	0.0
Q00534	87	0.00677675650413	0.00275814836759	0.316946620002	0.0252622051148	0.0170868347339
Q96AH0	5	0.000389468764605	5.3557908718e-06	0.253958859761	0.00175125276278	0.1
Q15762	5	0.000389468764605	1.5740679328e-07	0.218957405777	0.000421031800993	0.666666666667
P10914	6	0.000467362517526	0.000116456478866	0.252386756403	0.00141482097986	0.0
Q15761	2	0.000155787505842	6.49380034475e-07	0.221445144411	0.000262475639535	0.0
Q6UW01	2	0.000155787505842	0.000150532696305	0.193086296845	2.03268429685e-05	0.0
P10912	23	0.00179155631718	0.000158653202981	0.286165259432	0.0128850591288	0.0238095238095
Q15768	7	0.000545256270447	1.36022555643e-05	0.260788117004	0.00170214388721	0.0
P23743	1	7.7893752921e-05	0.0	0.178048843199	2.3891452746e-06	0.0
Q9H596	3	0.000233681258763	4.83558114093e-06	0.246035514314	0.00110110752865	0.0
Q8WUF5	8	0.000623150023368	1.6545220044e-05	0.272801024644	0.00458722415348	0.2
Q96BT3	8	0.000623150023368	0.000209203686093	0.254958187388	0.00185380354211	0.0
Q96BT7	3	0.000233681258763	0.0	0.219462525575	0.000339115250897	0.0
Q02297	5	0.000389468764605	1.97203970239e-06	0.266772105	0.00530652162238	0.5
P48147	5	0.000389468764605	1.27809527658e-05	0.28198466693	0.00775451686607	0.0
P48146	9	0.000701043776289	3.00541627549e-05	0.270303398846	0.0120288873686	0.166666666667
Q99519	3	0.000233681258763	5.46783522124e-06	0.254996154229	0.00137443470191	0.333333333333
O15417	1	7.7893752921e-05	0.0	0.224564966593	0.000216362464823	0.0
Q9BQG0	8	0.000623150023368	7.30890387879e-05	0.283063435079	0.00580806984772	0.107142857143
Q4G1C9	1	7.7893752921e-05	0.0	0.241577738358	0.000679122171736	0.0
Q96RU7	23	0.00179155631718	0.000408436103938	0.295782954271	0.00908360943352	0.0
Q96J65	1	7.7893752921e-05	0.0	0.210331892503	6.59945180469e-05	0.0
Q96RU3	17	0.00132419379966	8.70163149555e-05	0.277300796323	0.00551774971814	0.0380952380952
Q96RU2	8	0.000623150023368	3.63928373724e-05	0.26982271344	0.0033599994358	0.0666666666667
Q6VMQ6	52	0.00405047515189	0.00189160890675	0.29423644317	0.00793505903952	0.00829562594268
Q9NYU1	2	0.000155787505842	2.08846841873e-05	0.236641545848	0.000364591943414	0.0
Q9NYU2	10	0.00077893752921	0.00055537499272	0.266576319845	0.00515403457084	0.0
Q96RU8	4	0.000311575011684	5.67147722826e-06	0.232190535833	0.000336810481377	0.0
Q96DR5	1	7.7893752921e-05	0.0	0.226042924905	0.00028368206138	0.0
A4D1P6	5	0.000389468764605	6.48054783726e-05	0.267671651411	0.00320855897238	0.0
P55145	2	0.000155787505842	1.54246832544e-05	0.263482386781	0.00313065238481	0.0
P50395	15	0.00116840629382	9.15610298e-05	0.285578925067	0.0127425893408	0.0380952380952
Q96A84	1	7.7893752921e-05	0.0	0.223326518395	0.000197658276481	0.0
Q96DR8	1	7.7893752921e-05	0.0	0.246015315597	0.0014431780859	0.0
Q96L50	6	0.000467362517526	3.34382962416e-05	0.265389988528	0.00370889206525	0.0666666666667
Q9Y5A7	9	0.000701043776289	2.55721196869e-05	0.270358269168	0.00376012869418	0.0833333333333
Q9Y5A6	10	0.00077893752921	6.90785175397e-05	0.275414829784	0.00930758227378	0.0888888888889
I2G9G1	1	7.7893752921e-05	0.0	7.7893752921e-05	3.90669309562e-40	0.0
Q13643	74	0.00576413771616	0.00246430003569	0.303358495225	0.019793172979	0.0121283255086
Q13642	33	0.00257049384639	0.000597640549717	0.301747160957	0.0144769321343	0.0170454545455
Q13641	1	7.7893752921e-05	0.0	0.218053232101	0.000126100382983	0.0
Q9Y5A9	1	7.7893752921e-05	0.0	0.218510358426	0.000145986206379	0.0
P40306	6	0.000467362517526	2.27425172166e-05	0.269077698203	0.00395619258167	0.0
Q9NS40	1	7.7893752921e-05	0.0	0.26250146118	0.00310073428985	0.0
Q9UBM1	1	7.7893752921e-05	0.0	0.233506793327	0.000323917156537	0.0
Q6XQN6	6	0.000467362517526	2.28592287293e-05	0.25360960185	0.00406935615229	0.0
Q02127	2	0.000155787505842	0.0	0.0	3.90669309562e-40	0.0
Q15582	1	7.7893752921e-05	0.0	0.236152019816	0.000684596070525	0.0
Q8IUM7	3	0.000233681258763	3.24264193026e-06	0.241135493006	0.00101492402643	0.0
A6NE52	1	7.7893752921e-05	0.0	0.227449795481	0.000336059013106	0.0
P62380	14	0.00109051254089	0.000265483214046	0.277963133869	0.00467616896191	0.021978021978
Q9BQ15	4	0.000311575011684	1.40885815479e-05	0.260720048327	0.00200812917368	0.0
Q8TCC7	1	7.7893752921e-05	0.0	0.231022534872	0.000327869896123	0.0
Q96CN9	32	0.00249260009347	0.000512231433348	0.307585430378	0.0211500843973	0.0443548387097
P42680	18	0.00140208755258	3.07663793708e-05	0.271454225193	0.00881633155431	0.222222222222
Q9UKS7	4	0.000311575011684	2.40871972791e-06	0.251925267378	0.00180345799703	0.166666666667
Q6GV28	1	7.7893752921e-05	0.0	0.241577738358	0.000679122171736	0.0
P61160	12	0.000934725035052	5.52451140224e-05	0.274154984261	0.00759713096638	0.151515151515
Q96CN7	1	7.7893752921e-05	0.0	0.215168453756	0.000121172483712	0.0
Q96N77	3	0.000233681258763	5.9107322958e-05	0.2546169939	0.00162416639284	0.0
Q96CN4	3	0.000233681258763	5.71508901583e-06	0.248144171863	0.00125411329956	0.0
Q03188	3	0.000233681258763	4.39111380417e-06	0.257046753771	0.00153248203199	0.0
O15069	9	0.000701043776289	3.15779931516e-05	0.268186692512	0.00372853023429	0.0555555555556
O15068	6	0.000467362517526	2.60449143751e-05	0.266570391448	0.00311081094842	0.0666666666667
Q5RKV6	3	0.000233681258763	5.98051545003e-07	0.226324614286	0.000327384508478	0.666666666667
Q9BXJ5	5	0.000389468764605	2.23879985947e-05	0.258421098263	0.0023574229086	0.0
Q03181	25	0.00194734382303	0.000336821102058	0.297051056251	0.0127774939927	0.0474308300395
P10644	60	0.00467362517526	0.00219538256996	0.307695970373	0.0156653245359	0.010889292196
O15061	4	0.000311575011684	1.23412696819e-05	0.255343804653	0.00150693408144	0.0
Q9H6R7	13	0.00101261878797	5.50780398671e-05	0.275142986844	0.00412029818399	0.025641025641
O15067	12	0.000934725035052	1.55994889865e-05	0.282629606042	0.0132618886079	0.121212121212
O15066	8	0.000623150023368	0.000177829795676	0.276284527414	0.00453515647368	0.0666666666667
P48552	38	0.002959962611	0.000496146452485	0.299890023063	0.0148110332301	0.0312944523471
Q9H6R3	1	7.7893752921e-05	0.0	0.187434195272	8.3237180597e-06	0.0
Q9H9P5	4	0.000311575011684	2.12247201608e-05	0.263859386762	0.00245915392983	0.0
Q86XT4	10	0.00077893752921	3.09552939308e-06	0.258354259459	0.00567893369204	0.0
Q9BWT1	1	7.7893752921e-05	0.0	0.218247773603	0.00010357159107	0.0
P07093	4	0.000311575011684	1.13107297524e-05	0.237985272536	0.000727473686731	0.0
Q8NAP3	16	0.00124630004674	0.000236941814303	0.282582965294	0.0134692453897	0.025
Q9NZM5	4	0.000311575011684	2.03208192882e-05	0.251412719379	0.00123496670816	0.0
Q9HC62	16	0.00124630004674	0.000437324413256	0.294027135228	0.00931825903177	0.0333333333333
Q9NZM3	75	0.00584203146908	0.00207141121555	0.309371640775	0.0209841115902	0.00913242009132
P16422	2	0.000155787505842	0.0	0.0	3.90669309562e-40	0.0
Q86XT2	1	7.7893752921e-05	0.0	0.21105777511	9.52852397563e-05	0.0
P02549	7	0.000545256270447	1.03294615182e-05	0.253614967773	0.00183836466113	0.0
Q14CS0	7	0.000545256270447	0.000157207835346	0.252466494415	0.00158838873435	0.047619047619
Q8N5G2	3	0.000233681258763	1.02985576471e-05	0.255708768279	0.00169262095486	0.0
Q16627	4	0.000311575011684	8.92957238608e-07	0.257787522514	0.00221432480472	0.0
P15382	1	7.7893752921e-05	0.0	0.211878532548	9.54980206254e-05	0.0
A1A5B4	1	7.7893752921e-05	0.0	0.214417906406	0.00010500879611	0.0
Q03989	8	0.000623150023368	2.08823501418e-05	0.275801390254	0.00560944982963	0.178571428571
Q06609	55	0.00428415641066	0.00160193346056	0.304878528381	0.0149910236485	0.033381712627
Q9BR01	5	0.000389468764605	9.89280841084e-06	0.272981193847	0.0034226230359	0.0
P16520	3	0.000233681258763	5.42723562295e-07	0.199633666237	4.74442137911e-05	0.0
Q6Q788	1	7.7893752921e-05	0.0	0.214990928397	8.51382244165e-05	0.0
Q9Y296	12	0.000934725035052	6.81677887627e-05	0.244629568396	0.00135113131879	0.377777777778
Q9Y297	36	0.00280417510516	0.00068775141142	0.302020868319	0.0144202219413	0.0409982174688
Q9Y294	15	0.00116840629382	0.000185408341523	0.273579317612	0.00398221291647	0.142857142857
Q9Y295	14	0.00109051254089	0.00017282611397	0.286678566484	0.00963594468788	0.021978021978
P29084	5	0.000389468764605	2.74343006991e-05	0.277211013456	0.00552918075797	0.2
Q9NUQ3	1	7.7893752921e-05	0.0	0.233138915895	0.000356765842359	0.0
Q6IA17	3	0.000233681258763	2.29154013613e-06	0.232492274994	0.000369306198124	0.0
P30281	29	0.00225891883471	0.000399120828065	0.285544909758	0.00798704430301	0.031339031339
P49795	2	0.000155787505842	2.47522601878e-06	0.24787733362	0.00112234352024	0.0
Q15937	2	0.000155787505842	1.43078959899e-06	0.258867575627	0.00394303617689	0.0
P49796	8	0.000623150023368	6.33678027355e-05	0.279310362853	0.00547691231257	0.0666666666667
P49790	9	0.000701043776289	3.76742582684e-05	0.269549668799	0.00335065093705	0.0952380952381
P49792	22	0.00171366256426	0.000180172149964	0.285803629515	0.00731926173239	0.0421052631579
P49798	2	0.000155787505842	2.08172758412e-06	0.265032043289	0.00280213680922	0.0
P51116	91	0.00708833151581	0.00223908656136	0.319353232318	0.0380086018104	0.0296220633299
P51114	15	0.00116840629382	7.40345367365e-05	0.286651143625	0.00726720596606	0.0769230769231
Q92913	6	0.000467362517526	2.55574115753e-05	0.247769734628	0.00100667258255	0.0
Q9H7L9	4	0.000311575011684	2.4442981096e-05	0.270779682875	0.00333833113665	0.0
P35070	4	0.000311575011684	3.2924075535e-05	0.263233578308	0.00335986974921	0.0
Q9Y2T5	1	7.7893752921e-05	0.0	0.240540299844	0.000669553754813	0.0
Q9Y2T4	1	7.7893752921e-05	0.0	0.221445144411	0.000158497188744	0.0
O60814	3	0.000233681258763	9.0353367763e-07	0.231482063687	0.000365149593714	0.333333333333
O60547	3	0.000233681258763	0.0	0.239957644623	0.000953463908143	0.0
Q9Y2T1	15	0.00116840629382	0.000227913206822	0.264511524006	0.0031755185345	0.00952380952381
Q6NUQ1	39	0.00303785636392	0.000378613560949	0.290675951739	0.0171712687412	0.00539811066127
Q9Y2T3	4	0.000311575011684	1.26109690995e-06	0.235119048701	0.000424898166604	0.0
Q9Y2T2	6	0.000467362517526	0.000157769116028	0.253464807719	0.00168515731123	0.0
Q8IU60	8	0.000623150023368	2.58252060358e-05	0.2522486631	0.00120500900878	0.214285714286
